PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32626282","Nutrimune and immune defence against pathogens in the gastrointestinal and upper respiratory tracts: evaluation of a health claim pursuant to Article 14 of Regulation (EC) No 1924/2006","EFSA Panel on Nutrition, Novel Foods and Food Allergens (EFSA NDA Panel); Turck D, Castenmiller J, De Henauw S, Hirsch-Ernst KI, Kearney J, Knutsen HK, Maciuk A, Mangelsdorf I, McArdle HJ, Naska A, Pelaez C, Pentieva K, Thies F, Tsabouri S, Vinceti M, Bresson JL, Siani A.","EFSA J. 2019 Apr 15;17(4):e05656. doi: 10.2903/j.efsa.2019.5656. eCollection 2019 Apr.","EFSA Panel on Nutrition, Novel Foods and Food Allergens (EFSA NDA Panel)","EFSA J","2019","2020/07/07","PMC7009160","","10.2903/j.efsa.2019.5656"
"35106095","Assessment of the control measures for category A diseases of Animal Health Law: Lumpy Skin Disease","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar Schmidt C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Sihvonen LH, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, De Clercq K, Gubbins S, Klement E, Stegeman JA, Antoniou SE, Aznar I, Broglia A, Van der Stede Y, Zancanaro G, Roberts HC.","EFSA J. 2022 Jan 24;20(1):e07121. doi: 10.2903/j.efsa.2022.7121. eCollection 2022 Jan.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2022","2022/02/02","PMC8784982","","10.2903/j.efsa.2022.7121"
"37719918","Modification of the existing maximum residue levels for mefentrifluconazole in various commodities","EFSA (European Food Safety Authority); Bellisai G, Bernasconi G, Carrasco Cabrera L, Castellan I, Del Aguila M, Ferreira L, Santonja GG, Greco L, Jarrah S, Leuschner R, Perez JM, Miron I, Nave S, Pedersen R, Reich H, Ruocco S, Santos M, Scarlato AP, Theobald A, Tiramani M, Verani A.","EFSA J. 2023 Sep 15;21(9):e08237. doi: 10.2903/j.efsa.2023.8237. eCollection 2023 Sep.","EFSA (European Food Safety Authority)","EFSA J","2023","2023/09/18","PMC10502649","","10.2903/j.efsa.2023.8237"
"35814921","Assessment of the 2020 post-market environmental monitoring report on the cultivation of genetically modified maize MON 810 in the EU","European Food Safety Authority (EFSA); Álvarez F, Martín Camargo A, Messéan A, Lenzi P, Streissl F.","EFSA J. 2022 Jul 6;20(7):e07406. doi: 10.2903/j.efsa.2022.7406. eCollection 2022 Jul.","European Food Safety Authority (EFSA)","EFSA J","2022","2022/07/11","PMC9257797","","10.2903/j.efsa.2022.7406"
"33519993","Modification of the existing maximum residue levels for clopyralid in various commodities","EFSA (European Food Safety Authority); Anastassiadou M, Bernasconi G, Brancato A, Carrasco Cabrera L, Ferreira L, Greco L, Jarrah S, Kazocina A, Leuschner R, Magrans JO, Miron I, Nave S, Pedersen R, Reich H, Rojas A, Sacchi A, Santos M, Scarlato AP, Theobald A, Vagenende B, Verani A.","EFSA J. 2021 Jan 22;19(1):e06389. doi: 10.2903/j.efsa.2021.6389. eCollection 2021 Jan.","EFSA (European Food Safety Authority)","EFSA J","2021","2021/02/01","PMC7821602","","10.2903/j.efsa.2021.6389"
"35136422","Assessment of animal diseases caused by bacteria resistant to antimicrobials: kept fish species","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortazar Schmidt C, Herskin M, Michel V, Miranda Chueca MA, Padalino B, Pasquali P, Roberts HC, Spoolder H, Stahl K, Velarde A, Viltrop A, Winckler C, Dewulf J, Guardabassi L, Hilbert F, Mader R, Romalde JL, Smith P, Baldinelli F, Kohnle L, Alvarez J.","EFSA J. 2022 Feb 2;20(2):e07076. doi: 10.2903/j.efsa.2022.7076. eCollection 2022 Feb.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2022","2022/02/09","PMC8808658","","10.2903/j.efsa.2022.7076"
"32625275","Urgent request on avian influenza","EFSA AHAW Panel (EFSA Panel on Animal Health and Welfare); More S, Bicout D, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Saxmose Nielsen S, Raj M, Sihvonen L, Spoolder H, Thulke HH, Velarde A, Willeberg P, Winckler C, Adlhoch C, Baldinelli F, Breed A, Brouwer A, Guillemain M, Harder T, Monne I, Roberts H, Cortinas Abrahantes J, Mosbach-Schulz O, Verdonck F, Morgado J, Stegeman A.","EFSA J. 2017 Jan 30;15(1):e04687. doi: 10.2903/j.efsa.2016.4687. eCollection 2017 Jan.","EFSA AHAW Panel (EFSA Panel on Animal Health and Welfare)","EFSA J","2017","2020/07/07","PMC7009852","","10.2903/j.efsa.2016.4687"
"34900005","Assessment of the control measures of the category A diseases of Animal Health Law: Newcastle disease","EFSA Panel on Animal Health and Welfare (EFSA AHAW Panel); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar Schmidt C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Gubbins S, Stegeman JA, Antoniou SE, Aznar I, Broglia A, Van der Stede Y, Zancanaro G, Roberts HC.","EFSA J. 2021 Dec 2;19(12):e06946. doi: 10.2903/j.efsa.2021.6946. eCollection 2021 Dec.","EFSA Panel on Animal Health and Welfare (EFSA AHAW Panel)","EFSA J","2021","2021/12/13","PMC8638556","","10.2903/j.efsa.2021.6946"
"32626051","Risk assessment of new sequencing information for genetically modified soybean BPS-CV127-9","European Food Safety Authority (EFSA); Papadopoulou N, Ramon M.","EFSA J. 2018 Sep 21;16(9):e05425. doi: 10.2903/j.efsa.2018.5425. eCollection 2018 Sep.","European Food Safety Authority (EFSA)","EFSA J","2018","2020/07/07","PMC7009553","","10.2903/j.efsa.2018.5425"
"38075629","Assessment of the 2021 post-market environmental monitoring report on the cultivation of genetically modified maize MON 810 in the EU","European Food Safety Authority (EFSA); Messéan A, Álvarez F, Devos Y, Camargo AM.","EFSA J. 2023 Dec 6;21(12):e8411. doi: 10.2903/j.efsa.2023.8411. eCollection 2023 Dec.","European Food Safety Authority (EFSA)","EFSA J","2023","2023/12/11","PMC10699111","","10.2903/j.efsa.2023.8411"
"36349281","Assessment of genetically modified oilseed rape GT73 for placing on the market of isolated seed protein for food under Regulation (EC) No 1829/2003 (application EFSA-GMO-RX-026/2)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Naegeli H, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Fernandez A, Gennaro A, Gomez Ruiz JA, Lenzi P, Martin Camargo A, Lewandowska A, Piffanelli P, Raffaello T.","EFSA J. 2022 Nov 4;20(11):e07590. doi: 10.2903/j.efsa.2022.7590. eCollection 2022 Nov.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2022","2022/11/09","PMC9634491","","10.2903/j.efsa.2022.7590"
"38264299","Risks for animal health related to the presence of ergot alkaloids in feed","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bignami M, Bodin L, Chipman JK, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Leblanc JC, Nebbia CS, Nielsen E, Ntzani E, Petersen A, Sand S, Schwerdtle T, Vleminckx C, Wallace H, Gropp J, Mulder P, Oswald IP, Woutersen R, Gómez Ruiz JÁ, Rovesti E, Hoogenboom LR.","EFSA J. 2024 Jan 23;22(1):e8496. doi: 10.2903/j.efsa.2024.8496. eCollection 2024 Jan.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2024","2024/01/24","PMC10804272","","10.2903/j.efsa.2024.8496"
"32625854","Assessment of genetically modified maize MON 87403 for food and feed uses, import and processing, under Regulation (EC) No 1829/2003 (application EFSA-GMO-BE-2015-125)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Birch AN, Casacuberta J, De Schrijver A, Gralak MA, Guerche P, Jones H, Manachini B, Messéan A, Nielsen EE, Nogué F, Robaglia C, Rostoks N, Sweet J, Tebbe C, Visioli F, Wal JM, Devos Y, Broll H, Ramon M.","EFSA J. 2018 Mar 28;16(3):e05225. doi: 10.2903/j.efsa.2018.5225. eCollection 2018 Mar.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2018","2020/07/07","PMC7009425","","10.2903/j.efsa.2018.5225"
"32626404","Assessment of genetically modified maize MON 87427 × MON 87460 × MON 89034 × MIR162 × NK603 and subcombinations, for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2016-134)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, De Sanctis G, Fernandez Dumont A, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Papadopoulou N, Paraskevopoulos K.","EFSA J. 2019 Aug 8;17(8):e05774. doi: 10.2903/j.efsa.2019.5774. eCollection 2019 Aug.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2019","2020/07/07","PMC7009260","","10.2903/j.efsa.2019.5774"
"32626068","Assessment of genetically modified maize MON 89034 × 1507 × NK603 × DAS-40278-9 and subcombinations independently of their origin for food and feed uses, import and processing, under Regulation (EC) No 1829-2003 (application EFSA-GMO-NL-2013-112)","EFSA Panel on Genetically Modified Organisms (EFSA GMO Panel); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, Fernandez Dumont A, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Papadopoulou N, Ramon M.","EFSA J. 2019 Jan 16;17(1):e05522. doi: 10.2903/j.efsa.2019.5522. eCollection 2019 Jan.","EFSA Panel on Genetically Modified Organisms (EFSA GMO Panel)","EFSA J","2019","2020/07/07","PMC7009169","","10.2903/j.efsa.2019.5522"
"32665790","Assessment of genetically modified maize MON 89034 × 1507 × MON 88017 × 59122 × DAS-40278-9 and subcombinations independently of their origin for food and feed uses, import and processing under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2013-113)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, Fernandez Dumont A, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Papadopoulou N, Ramon M.","EFSA J. 2019 Jan 14;17(1):e05521. doi: 10.2903/j.efsa.2019.5521. eCollection 2019 Jan.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2019","2020/07/16","PMC7339631","","10.2903/j.efsa.2019.5521"
"32626365","Assessment of genetically modified maize MON 87427 × MON 89034 × MIR162 × NK603 and subcombinations, for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2016-131)","EFSA Panel on Genetically Modified Organisms (EFSA GMO Panel); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, De Sanctis G, Fernandez Dumont A, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Paraskevopoulos K, Raffaello T.","EFSA J. 2019 Jul 8;17(7):e05734. doi: 10.2903/j.efsa.2019.5734. eCollection 2019 Jul.","EFSA Panel on Genetically Modified Organisms (EFSA GMO Panel)","EFSA J","2019","2020/07/07","PMC7009141","","10.2903/j.efsa.2019.5734"
"32625921","Annual post-market environmental monitoring report on the cultivation of genetically modified maize MON 810 in 2016","European Food Safety Authority (EFSA); Álvarez F, Devos Y, Georgiadis M, Messéan A, Waigmann E.","EFSA J. 2018 May 25;16(5):e05287. doi: 10.2903/j.efsa.2018.5287. eCollection 2018 May.","European Food Safety Authority (EFSA)","EFSA J","2018","2020/07/07","PMC7009447","","10.2903/j.efsa.2018.5287"
"37533750","Species which may act as vectors or reservoirs of diseases covered by the Animal Health Law: Listed pathogens of fish","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout D, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Smith CG, Herskin M, Michel V, Miranda Chueca MA, Padalino B, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Arzul I, Dharmaveer S, Olesen NJ, Schiøtt M, Sindre H, Stone D, Vendramin N, Aires M, Asensio IA, Antoniou SE, Barizzone F, Dhollander S, Gnocchi M, Karagianni AE, Kero LL, Munoz Guajardo IP, Rusina A, Roberts H.","EFSA J. 2023 Aug 1;21(8):e08174. doi: 10.2903/j.efsa.2023.8174. eCollection 2023 Aug.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/08/03","PMC10392593","","10.2903/j.efsa.2023.8174"
"32874344","Assessment of genetically modified maize MZIR098 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-DE-2017-142)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, De Sanctis G, Devos Y, Dumont AF, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T.","EFSA J. 2020 Jun 26;18(6):e06171. doi: 10.2903/j.efsa.2020.6171. eCollection 2020 Jun.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2020","2020/09/03","PMC7448020","","10.2903/j.efsa.2020.6171"
"33897866","Safety and efficacy of a feed additive consisting of a preparation of benzoic acid, calcium formate and fumaric acid (AviMatrix(®) Z) for all avian species other than laying birds (Novus Europe S.A. / N.V)","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP); Bampidis V, Azimonti G, Bastos ML, Christensen H, Dusemund B, Durjava MF, Kouba M, López-Alonso M, López Puente S, Marcon F, Mayo B, Pechová A, Petkova M, Ramos F, Sanz Y, Villa RE, Woutersen R, Anguita M, Galobart J, Holczknecht O, Manini P, Tarrés-Call J, Pettenati E, Pizzo F.","EFSA J. 2021 Apr 23;19(4):e06528. doi: 10.2903/j.efsa.2021.6528. eCollection 2021 Apr.","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP)","EFSA J","2021","2021/04/26","PMC8063209","","10.2903/j.efsa.2021.6528"
"32625537","Ad hoc method for the assessment on listing and categorisation of animal diseases within the framework of the Animal Health Law","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Candiani D, Gervelmeyer A, Zancanaro G, Kohnle L, Morgado J, Bicout D.","EFSA J. 2017 Jul 7;15(7):e04783. doi: 10.2903/j.efsa.2017.4783. eCollection 2017 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7010140","","10.2903/j.efsa.2017.4783"
"32625359","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): Batrachochytrium salamandrivorans (Bsal)","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Candiani D, Fabris C, Georgiadis M, Zancanaro G, Beltrán-Beck B, Kohnle L, Bicout D.","EFSA J. 2017 Nov 22;15(11):e05071. doi: 10.2903/j.efsa.2017.5071. eCollection 2017 Nov.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7010176","","10.2903/j.efsa.2017.5071"
"32625291","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): ovine epididymitis (Brucella ovis)","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Candiani D, Beltrán-Beck B, Kohnle L, Bicout D.","EFSA J. 2017 Oct 4;15(10):e04994. doi: 10.2903/j.efsa.2017.4994. eCollection 2017 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7010007","","10.2903/j.efsa.2017.4994"
"37533748","Species which may act as vectors or reservoirs of diseases covered by the Animal Health Law: Listed pathogens of molluscs","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout D, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Smith CG, Herskin M, Michel V, Miranda Chueca MA, Padalino B, Roberts H, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Arzul I, Dharmaveer S, Olesen NJ, Schiøtt M, Sindre H, Stone D, Vendramin N, Antoniou SE, Dhollander S, Karagianni AE, Kero LL, Gnocchi M, Aznar I, Barizzone F, Munoz Guajardo IP, Roberts H.","EFSA J. 2023 Aug 1;21(8):e08173. doi: 10.2903/j.efsa.2023.8173. eCollection 2023 Aug.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/08/03","PMC10392592","","10.2903/j.efsa.2023.8173"
"32625618","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): bovine viral diarrhoea (BVD)","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Dhollander S, Beltrán-Beck B, Kohnle L, Bicout D.","EFSA J. 2017 Aug 4;15(8):e04952. doi: 10.2903/j.efsa.2017.4952. eCollection 2017 Aug.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009957","","10.2903/j.efsa.2017.4952"
"32626360","Assessment of the 2017 post-market environmental monitoring report on the cultivation of genetically modified maize MON 810","European Food Safety Authority (EFSA); Álvarez F, Camargo AM, Devos Y.","EFSA J. 2019 Jun 13;17(6):e05742. doi: 10.2903/j.efsa.2019.5742. eCollection 2019 Jun.","European Food Safety Authority (EFSA)","EFSA J","2019","2020/07/07","PMC7009071","","10.2903/j.efsa.2019.5742"
"37554421","Modification of the existing maximum residue levels for 1,4-dimethylnaphthalene in potatoes","EFSA (European Food Safety Authority); Bellisai G, Bernasconi G, Cabrera LC, Castellan I, Del Aguila M, Ferreira L, Santonja GG, Greco L, Jarrah S, Leuschner R, Perez JM, Miron I, Nave S, Pedersen R, Reich H, Ruocco S, Santos M, Scarlato AP, Theobald A, Tiramani M, Verani A.","EFSA J. 2023 Aug 7;21(8):e08190. doi: 10.2903/j.efsa.2023.8190. eCollection 2023 Aug.","EFSA (European Food Safety Authority)","EFSA J","2023","2023/08/09","PMC10405148","","10.2903/j.efsa.2023.8190"
"32625554","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): infection with Brucella abortus, B. melitensis and B. suis","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Verdonck F, Beltrán Beck B, Kohnle L, Morgado J, Bicout D.","EFSA J. 2017 Jul 20;15(7):e04889. doi: 10.2903/j.efsa.2017.4889. eCollection 2017 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009888","","10.2903/j.efsa.2017.4889"
"34306220","Assessment of the control measures of the category A diseases of Animal Health Law: Classical Swine Fever","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar Schmidt C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Sihvonen LH, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Gubbins S, Stegeman JA, Antoniou SE, Aznar I, Broglia A, Lima E, Van der Stede Y, Zancanaro G, Roberts HC.","EFSA J. 2021 Jul 21;19(7):e06707. doi: 10.2903/j.efsa.2021.6707. eCollection 2021 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2021","2021/07/26","PMC8294054","","10.2903/j.efsa.2021.6707"
"32625553","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): Aujeszky's disease","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Beltrán Beck B, Kohnle L, Morgado J, Bicout D.","EFSA J. 2017 Jul 18;15(7):e04888. doi: 10.2903/j.efsa.2017.4888. eCollection 2017 Jul.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009985","","10.2903/j.efsa.2017.4888"
"38235311","Assessment of genetically modified maize DP915635 for food and feed uses, under regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2020-172)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Naegeli H, Nogue F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, Camargo AM, De Sanctis G, Federici S, Fernandez Dumont A, Gennaro A, Gomez Ruiz JA, Goumperis T, Kagkli DM, Lenzi P, Lewandowska A, Neri FM, Papadopoulou N, Raffaello T.","EFSA J. 2024 Jan 17;22(1):e8490. doi: 10.2903/j.efsa.2024.8490. eCollection 2024 Jan.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2024","2024/01/18","PMC10792476","","10.2903/j.efsa.2024.8490"
"38239495","Assessment of genetically modified maize DP23211 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2019-163)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Naegeli H, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, Camargo AM, De Sanctis G, Federici S, Fernández A, Gennaro A, Gómez Ruiz JÁ, Goumperis T, Kagkli DM, Lenzi P, Lewandowska A, Neri FM, Papadopoulou N, Raffaello T.","EFSA J. 2024 Jan 18;22(1):e8483. doi: 10.2903/j.efsa.2024.8483. eCollection 2024 Jan.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2024","2024/01/19","PMC10794937","","10.2903/j.efsa.2024.8483"
"32625772","Risk assessment of new sequencing information for genetically modified soybean A2704-12","European Food Safety Authority (EFSA); Federici S, Paraskevopoulos K.","EFSA J. 2018 Nov 26;16(11):e05496. doi: 10.2903/j.efsa.2018.5496. eCollection 2018 Nov.","European Food Safety Authority (EFSA)","EFSA J","2018","2020/07/07","PMC7009443","","10.2903/j.efsa.2018.5496"
"32625617","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): Venezuelan equine encephalitis","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Dhollander S, Beltrán-Beck B, Kohnle L, Morgado J, Bicout D.","EFSA J. 2017 Aug 1;15(8):e04950. doi: 10.2903/j.efsa.2017.4950. eCollection 2017 Aug.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7010095","","10.2903/j.efsa.2017.4950"
"32625293","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): contagious caprine pleuropneumonia","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Candiani D, Beltrán-Beck B, Kohnle L, Bicout D.","EFSA J. 2017 Oct 4;15(10):e04996. doi: 10.2903/j.efsa.2017.4996. eCollection 2017 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7009925","","10.2903/j.efsa.2017.4996"
"32625287","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): bovine genital campylobacteriosis","EFSA Panel on Animal Health and Welfare (AHAW); More S, Bøtner A, Butterworth A, Calistri P, Depner K, Edwards S, Garin-Bastuji B, Good M, Gortázar Schmidt C, Michel V, Miranda MA, Nielsen SS, Raj M, Sihvonen L, Spoolder H, Stegeman JA, Thulke HH, Velarde A, Willeberg P, Winckler C, Baldinelli F, Broglia A, Candiani D, Beltrán-Beck B, Kohnle L, Bicout D.","EFSA J. 2017 Oct 12;15(10):e04990. doi: 10.2903/j.efsa.2017.4990. eCollection 2017 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2017","2020/07/07","PMC7010193","","10.2903/j.efsa.2017.4990"
